% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1114998, Sat Mar  9 12:20:48 2024
1 8 -0.1476098827603163 -0.0844078641022186 0.051244816004756916 0.0831498017417769 0.8986075686759325 0.9775967316004877 1.0131472364674816 1.1001553277245342
2 16 -0.3486038160894582 -0.02346940157368941 0.04124807710765802 0.12026664473295455 0.8986075686759325 0.9775967316004877 1.0131472364674816 1.1001553277245342
3 24 -0.48790218885808256 -0.07772460479138979 0.09883390011384349 0.13165720594051009 0.8986075686759325 0.9775967316004877 1.0131472364674816 1.1001553277245342
4 32 -0.5239272746696987 -0.08165752232988584 0.13351375298418192 0.19027936087999897 0.8986075686759325 0.9775967316004877 1.0131472364674816 1.1001553277245342
5 40 -0.5890029979179291 -0.16283140707191607 0.2708673194970023 0.3031419375007813 0.6075018420428003 0.8480157271972242 1.0540419250583704 1.3419413022036446
6 48 -0.5683056878000314 -0.21280890066091113 0.27158584219326787 0.3509973106912604 0.6075018420428003 0.8480157271972242 1.0540419250583704 1.3419413022036446
7 56 -0.5593324156525898 -0.29918560810888967 0.2779737896027918 0.3658117802990314 0.6075018420428003 0.8480157271972242 1.0540419250583704 1.3419413022036446
8 64 -0.599428544787042 -0.33035656772773725 0.28593047468776717 0.3697999209998176 0.6075018420428003 0.8480157271972242 1.0540419250583704 1.3419413022036446
9 72 -0.6563486132422538 -0.24420546471877602 0.261804786755791 0.2994868255973537 0.5784540417943567 0.8249004803011721 1.0585228310230672 1.3654521358632756
10 80 -0.5915121128234981 -0.19278458945341856 0.20693609587226464 0.327327689016206 0.5784540417943567 0.8249004803011721 1.0585228310230672 1.3654521358632756
11 88 -0.5555479006230811 -0.20504359463750568 0.2807471539502151 0.3545882034623395 0.5784540417943567 0.8249004803011721 1.0585228310230672 1.3654521358632756
12 96 -0.534306162623972 -0.2441572213009869 0.23404819596158402 0.38083695488768543 0.5784540417943567 0.8249004803011721 1.0585228310230672 1.3654521358632756
13 104 -0.5667592240494601 -0.14506013024119674 0.30547906710953965 0.32830518470430137 0.6193428633465339 0.8137111650234821 1.101567988967045 1.3194076410347733
14 112 -0.5701838404360118 -0.11096896277169283 0.3185588674663921 0.33621739379236104 0.6193428633465339 0.8137111650234821 1.101567988967045 1.3194076410347733
15 120 -0.6442212023689823 -0.1623942699991328 0.33223241016145844 0.354804152465504 0.6193428633465339 0.8137111650234821 1.101567988967045 1.3194076410347733
16 128 -0.6743532895243428 -0.1525859764606688 0.40471328817314595 0.40895716915298985 0.6193428633465339 0.8137111650234821 1.101567988967045 1.3194076410347733
17 136 -0.6287106346095249 -0.2214840078443693 0.40402953106903133 0.41094217074490513 0.44811714550480697 0.797941814505497 1.129889343307095 1.3732552408235552
18 144 -0.5741628349536825 -0.3286383384599838 0.3300215987715761 0.39628314706069145 0.44811714550480697 0.797941814505497 1.129889343307095 1.3732552408235552
19 152 -0.5532166251678498 -0.3311799926168926 0.32940670955912255 0.3886482870935599 0.44811714550480697 0.797941814505497 1.129889343307095 1.3732552408235552
20 160 -0.6464063885596504 -0.3697366656534529 0.34412993506992795 0.3831570675202051 0.44811714550480697 0.797941814505497 1.129889343307095 1.3732552408235552
21 168 -0.6315984879567802 -0.46825688492911516 0.2334782726546803 0.338187173107367 0.40015773258549475 0.8046759440858067 1.1714275780476167 1.349121137426564
22 176 -0.6765745571246993 -0.42999086583881807 0.30087036474080936 0.5168464985395529 0.40015773258549475 0.8046759440858067 1.1714275780476167 1.349121137426564
23 184 -0.600217870672446 -0.4703507913524793 0.3169089981712536 0.4731476738879775 0.40015773258549475 0.8046759440858067 1.1714275780476167 1.349121137426564
24 192 -0.7576029232112345 -0.5189164564766717 0.43220851788680104 0.5138324518315699 0.40015773258549475 0.8046759440858067 1.1714275780476167 1.349121137426564
25 200 -0.798042452022247 -0.5111143857605177 0.45880567118010923 0.4984261657479565 0.23636357406331365 0.6955135519928418 1.0411470332093924 1.5415596047800415
26 208 -0.7874894419331887 -0.586542743095262 0.475289168717638 0.5346833889496568 0.23636357406331365 0.6955135519928418 1.0411470332093924 1.5415596047800415
27 216 -0.8122520329614208 -0.6543992359802769 0.4804531956390093 0.6321129230933913 0.23636357406331365 0.6955135519928418 1.0411470332093924 1.5415596047800415
28 224 -0.8269158568780818 -0.5599458774015315 0.4807847030249207 0.6076455674522344 0.23636357406331365 0.6955135519928418 1.0411470332093924 1.5415596047800415
29 232 -0.7592779880484589 -0.5611723737869166 0.47751914642321946 0.6132535858629522 0.2580029034229479 0.6515267523345238 0.9807087787453442 1.5959817305062023
30 240 -0.787660744529192 -0.6056810690139587 0.5411474042971053 0.6491799880546112 0.2580029034229479 0.6515267523345238 0.9807087787453442 1.5959817305062023
31 248 -0.7513332037407445 -0.6728549179214557 0.49372939709939656 0.6606202239222757 0.2580029034229479 0.6515267523345238 0.9807087787453442 1.5959817305062023
